Country Name,Country Code,Population,Fertility Rate,Life Expectancy,Year
Equatorial Guinea,GNQ,255323.0,5.653,36.74,1960
Greece,GRC,8331725.0,2.23,68.1639024390244,1960
Grenada,GRD,89869.0,6.743,60.068,1960
Greenland,GRL,32500.0,5.508217221572455,53.36700538612075,1960
Guatemala,GTM,4210747.0,6.896,46.702,1960
Guam,GUM,66742.0,6.052,60.97,1960
Guyana,GUY,571819.0,6.372,60.26,1960
High income,HIC,754609927.0,3.0368982171818,68.4973559010099,1960
"Hong Kong SAR, China",HKG,3075605.0,5.014,66.9616829268293,1960
Honduras,HND,2038637.0,7.458,46.274,1960
Heavily indebted poor countries (HIPC),HPC,162495580.0,6.74829898380984,39.5745923289298,1960
Croatia,HRV,4140000.0,2.288,64.6086585365854,1960
Haiti,HTI,3866159.0,6.324,42.113,1960
Hungary,HUN,9983967.0,2.02,68.0031707317073,1960
IBRD only,IBD,1917374485.0,5.42987964238558,48.6739844606937,1960
IDA & IBRD total,IBT,2299864225.0,5.62622265686115,47.5501691614769,1960
IDA total,IDA,382489740.0,6.61233294677416,41.9212242001905,1960
IDA blend,IDB,123195063.0,6.44734452232296,43.605100572378,1960
Indonesia,IDN,87792515.0,5.666,48.651,1960
IDA only,IDX,259294677.0,6.68948476868069,41.1185815182948,1960
Isle of Man,IMN,48442.0,5.508217221572455,53.36700538612075,1960
India,IND,449480608.0,5.906,41.174,1960
Ireland,IRL,2828600.0,3.78,69.796512195122,1960
"Iran, Islamic Rep.",IRN,21906903.0,6.927,44.947,1960
Iraq,IRQ,7289761.0,6.252,48.022,1960
Iceland,ISL,175574.0,4.29,73.4231707317073,1960
Israel,ISR,2114020.0,3.866,53.36700538612075,1960
Italy,ITA,50199700.0,2.37,69.1239024390244,1960
Jamaica,JAM,1628252.0,5.419,64.387,1960
Jordan,JOR,932257.0,7.687,52.651,1960
Japan,JPN,92500572.0,2.001,67.6660975609756,1960
Kazakhstan,KAZ,9714260.0,4.562,58.3675853658537,1960
Kenya,KEN,8105440.0,7.946,46.348,1960
Kyrgyz Republic,KGZ,2172300.0,5.469,56.1280731707317,1960
Cambodia,KHM,5722370.0,6.967,41.242,1960
Kiribati,KIR,41233.0,6.788,49.245,1960
St. Kitts and Nevis,KNA,51195.0,5.508217221572455,53.36700538612075,1960
"Korea, Rep.",KOR,25012374.0,6.095,53.0018048780488,1960
Kuwait,KWT,269618.0,7.244,60.285,1960
Latin America & Caribbean (excluding high income),LAC,206288466.0,6.01886407854674,55.6772356909768,1960
Lao PDR,LAO,2120896.0,5.961,43.204,1960
Lebanon,LBN,1804926.0,5.739,63.267,1960
Liberia,LBR,1120313.0,6.406,34.671,1960
Libya,LBY,1448417.0,7.202,42.609,1960
St. Lucia,LCA,89897.0,6.967,57.329,1960
Latin America & Caribbean,LCN,220434662.0,5.92517388266595,56.0544135925826,1960
Least developed countries: UN classification,LDC,240742196.0,6.68006508333993,40.2357261875548,1960
Low income,LIC,154670163.0,6.52181295368422,39.0943899203171,1960
Liechtenstein,LIE,16495.0,5.508217221572455,53.36700538612075,1960
Sri Lanka,LKA,9874481.0,5.541,59.369,1960
Lower middle income,LMC,953436474.0,5.9285620280419,45.5272797255475,1960
Low & middle income,LMY,2277550468.0,5.65604700621951,47.2957074748593,1960
Lesotho,LSO,851591.0,5.839,46.602,1960
Late-demographic dividend,LTE,1097220852.0,5.17419995995708,50.2453900698002,1960
Lithuania,LTU,2778550.0,2.56,69.8473170731707,1960
Luxembourg,LUX,313970.0,2.29,68.4463902439024,1960
Latvia,LVA,2120979.0,1.94,69.7868292682927,1960
"Macao SAR, China",MAC,167796.0,4.772,64.828,1960
St. Martin (French part),MAF,4279.0,5.508217221572455,53.36700538612075,1960
Morocco,MAR,12328532.0,7.04,48.458,1960
Monaco,MCO,22452.0,5.508217221572455,53.36700538612075,1960
Moldova,MDA,2544000.0,3.328,61.995,1960
Madagascar,MDG,5099373.0,7.3,39.962,1960
Maldives,MDV,89887.0,7.021,37.397,1960
Middle East & North Africa,MEA,105488678.0,6.88180717750603,46.6961255720296,1960
Mexico,MEX,38174112.0,6.768,57.082,1960
Marshall Islands,MHL,14662.0,5.508217221572455,53.36700538612075,1960
Middle income,MIC,2122880305.0,5.59062939653673,47.895408250098,1960
"Macedonia, FYR",MKD,1488667.0,3.842,60.633,1960
Mali,MLI,5263733.0,6.967,28.199,1960
Malta,MLT,326550.0,3.62,68.5952926829268,1960
Myanmar,MMR,20986123.0,6.051,42.714,1960
Middle East & North Africa (excluding high income),MNA,97837766.0,6.94337095747671,46.6316434808415,1960
Montenegro,MNE,480579.0,3.603,63.82,1960
Mongolia,MNG,955505.0,6.953,48.392,1960
Northern Mariana Islands,MNP,10035.0,5.508217221572455,53.36700538612075,1960
Mozambique,MOZ,7388695.0,6.954,35.026,1960
Mauritania,MRT,858168.0,6.775,43.488,1960
Mauritius,MUS,659351.0,6.167,58.7452195121951,1960
Malawi,MWI,3618595.0,6.94,37.805,1960
Malaysia,MYS,8157106.0,6.45,59.466,1960
North America,NAC,198624409.0,3.66839113902146,69.89360375709,1960
Namibia,NAM,602544.0,6.149,46.91,1960
New Caledonia,NCL,79000.0,6.278,58.6390243902439,1960
Niger,NER,3388764.0,7.454,35.045,1960
Nigeria,NGA,45137812.0,6.354,36.975,1960
Nicaragua,NIC,1774699.0,7.336,47.03,1960
Netherlands,NLD,11486631.0,3.12,73.3926829268293,1960
Norway,NOR,3581239.0,2.85,73.549756097561,1960
Nepal,NPL,10063011.0,5.959,35.197,1960
Nauru,NRU,4433.0,5.508217221572455,53.36700538612075,1960
New Zealand,NZL,2371800.0,4.03,71.2365853658537,1960
OECD members,OED,788709114.0,3.23384367460171,67.3509487979172,1960
Oman,OMN,551740.0,7.247,42.672,1960
Other small states,OSS,9196324.0,5.06305828500672,51.4483042160472,1960
Pakistan,PAK,44908293.0,6.6,45.265,1960
Panama,PAN,1132921.0,5.87,60.862,1960
Peru,PER,10061515.0,6.971,47.694,1960
Philippines,PHL,26273025.0,7.148,57.867,1960
Palau,PLW,9642.0,5.508217221572455,53.36700538612075,1960
Papua New Guinea,PNG,2010677.0,6.275,41.891,1960
Poland,POL,29637450.0,2.98,67.6804878048781,1960
Pre-demographic dividend,PRE,188636191.0,6.66085954348134,38.7993371502927,1960
Puerto Rico,PRI,2358000.0,4.657,68.7196097560976,1960
"Korea, Dem. People’s Rep.",PRK,11424176.0,4.579,51.297,1960
Portugal,PRT,8857716.0,3.16,62.8089268292683,1960
Paraguay,PRY,1902875.0,6.5,63.879,1960
West Bank and Gaza,PSE,118155844.62692308,5.508217221572455,53.36700538612075,1960
Pacific island small states,PSS,865809.0,6.7674049488457,53.5652078744308,1960
Post-demographic dividend,PST,754705296.0,2.89837611469352,68.7289512238253,1960
French Polynesia,PYF,78076.0,5.658,56.282,1960
Qatar,QAT,47384.0,6.971,61.094,1960
Romania,ROU,18406905.0,2.34,65.6424390243903,1960
Russian Federation,RUS,119897000.0,2.52,66.0552926829268,1960
Rwanda,RWA,2933428.0,8.187,42.292,1960
South Asia,SAS,571835666.0,6.04571921463053,41.9539025639737,1960
Saudi Arabia,SAU,4086539.0,7.216,45.638,1960
Sudan,SDN,7544491.0,6.691,48.194,1960
Senegal,SEN,3206749.0,6.996,38.223,1960
Singapore,SGP,1646400.0,5.76,65.6598292682927,1960
Solomon Islands,SLB,117866.0,6.388,49.174,1960
Sierra Leone,SLE,2297110.0,6.127,30.371,1960
El Salvador,SLV,2762899.0,6.674,49.969,1960
San Marino,SMR,15397.0,5.508217221572455,53.36700538612075,1960
Somalia,SOM,2755947.0,7.25,36.977,1960
Serbia,SRB,118155844.62692308,5.508217221572455,53.36700538612075,1960
Sub-Saharan Africa (excluding high income),SSA,228544305.0,6.63632234775175,40.3770124521921,1960
South Sudan,SSD,2955152.0,6.721,31.697,1960
Sub-Saharan Africa,SSF,228586005.0,6.63632234775175,40.3770124521921,1960
Small states,SST,14260440.0,5.30688858666743,54.7490796623698,1960
Sao Tome and Principe,STP,64253.0,6.242,50.364,1960
Suriname,SUR,289966.0,6.608,59.66,1960
Slovak Republic,SVK,4068095.0,3.04,69.9236585365854,1960
Slovenia,SVN,1584720.0,2.341,68.9780487804878,1960
Sweden,SWE,7484656.0,2.17,73.0056097560976,1960
Swaziland,SWZ,349174.0,6.717,44.285,1960
Sint Maarten (Dutch part),SXM,118155844.62692308,5.508217221572455,53.36700538612075,1960
Seychelles,SYC,41700.0,5.508217221572455,53.36700538612075,1960
Syrian Arab Republic,SYR,4573512.0,7.467,51.971,1960
Turks and Caicos Islands,TCA,5726.0,5.508217221572455,53.36700538612075,1960
Chad,TCD,3001593.0,6.25,38.019,1960
East Asia & Pacific (IDA & IBRD countries),TEA,882521780.0,5.84002928780258,45.6524961200247,1960
Europe & Central Asia (IDA & IBRD countries),TEC,308725388.0,3.12044841951327,63.8341124187175,1960
Togo,TGO,1580513.0,6.521,40.297,1960
Thailand,THA,27397175.0,6.147,54.703,1960
Tajikistan,TJK,2087038.0,6.547,56.152,1960
Turkmenistan,TKM,1603258.0,6.59,54.471,1960
Latin America & the Caribbean (IDA & IBRD countries),TLA,210357620.0,6.00624147739225,55.6350900148908,1960
Timor-Leste,TLS,499950.0,6.373,33.729,1960
Middle East & North Africa (IDA & IBRD countries),TMN,97837766.0,6.94337095747671,46.6316434808415,1960
Tonga,TON,61601.0,7.363,61.401,1960
South Asia (IDA & IBRD),TSA,571835666.0,6.04571921463053,41.9539025639737,1960
Sub-Saharan Africa (IDA & IBRD countries),TSS,228586005.0,6.63632234775175,40.3770124521921,1960
Trinidad and Tobago,TTO,848479.0,5.264,62.625,1960
Tunisia,TUN,4176266.0,6.942,42.021,1960
Turkey,TUR,27472331.0,6.366,45.369,1960
Tuvalu,TUV,6104.0,5.508217221572455,53.36700538612075,1960
Tanzania,TZA,10074507.0,6.806,43.686,1960
Uganda,UGA,6788214.0,6.999,43.991,1960
Ukraine,UKR,42662149.0,2.24,68.2995365853659,1960
Upper middle income,UMC,1169443831.0,5.30947597755702,49.8353395438938,1960
Uruguay,URY,2538651.0,2.88,67.782,1960
United States,USA,180671000.0,3.654,69.7707317073171,1960
Uzbekistan,UZB,8549493.0,6.255,58.835,1960
St. Vincent and the Grenadines,VCT,80949.0,7.224,58.03,1960
"Venezuela, RB",VEN,8146847.0,6.616,59.253,1960
British Virgin Islands,VGB,8033.0,5.508217221572455,53.36700538612075,1960
Virgin Islands (U.S.),VIR,32500.0,5.615,66.2248536585366,1960
Vietnam,VNM,32670629.0,6.348,59.041,1960
Vanuatu,VUT,63699.0,7.197,46.441,1960
World,WLD,3032160395.0,4.98402592575296,52.5716582758048,1960
Samoa,WSM,108646.0,7.651,49.748,1960
Kosovo,XKX,947000.0,5.508217221572455,53.36700538612075,1960
"Yemen, Rep.",YEM,5172135.0,7.488,34.361,1960
South Africa,ZAF,17456855.0,6.041,52.215,1960
Zambia,ZMB,3044846.0,7.115,45.124,1960
Zimbabwe,ZWE,3747369.0,7.158,51.565,1960
Aruba,ABW,55438.0,4.655,66.074,1961
Afghanistan,AFG,9166764.0,7.45,32.742,1961
Angola,AGO,5753024.0,7.524,33.573,1961
Albania,ALB,1659800.0,6.401,63.298,1961
Andorra,AND,14375.0,5.493573396788052,53.91972393043905,1961
Arab World,ARB,95044497.0,6.97137004539607,47.4076991023794,1961
United Arab Emirates,ARE,101078.0,6.91,53.312,1961
Argentina,ARG,20953077.0,3.1,65.141,1961
Armenia,ARM,1941491.0,4.67,66.402,1961
American Samoa,ASM,20486.0,5.493573396788052,53.91972393043905,1961
Antigua and Barbuda,ATG,56144.0,4.386,62.555,1961
Australia,AUS,10483000.0,3.54,70.9731707317073,1961
Austria,AUT,7086299.0,2.78,69.5773170731707,1961
Azerbaijan,AZE,4030320.0,5.937,61.257,1961
Burundi,BDI,2839666.0,6.999,41.592,1961
Belgium,BEL,9183948.0,2.63,70.5209756097561,1961
Benin,BEN,2465867.0,6.339,37.727,1961
Burkina Faso,BFA,4894580.0,6.316,34.897,1961
Bangladesh,BGD,49592802.0,6.761,46.46,1961
Bulgaria,BGR,7943118.0,2.29,70.1956097560976,1961
Bahrain,BHR,167894.0,7.129,53.234,1961
"Bahamas, The",BHS,115108.0,4.496,63.22,1961
Bosnia and Herzegovina,BIH,3288602.0,3.74,61.019,1961
Belarus,BLR,8271216.0,2.59,68.2126585365854,1961
Belize,BLZ,94703.0,6.48,60.531,1961
Bermuda,BMU,45500.0,5.493573396788052,53.91972393043905,1961
Bolivia,BOL,3764813.0,6.668,42.454,1961
Brazil,BRA,74351763.0,6.047,54.754,1961
Barbados,BRB,231678.0,4.313,61.481,1961
Brunei Darussalam,BRN,85596.0,6.771,63.017,1961
Bhutan,BTN,228918.0,6.67,34.889,1961
Botswana,BWA,537249.0,6.632,51.028,1961
Central African Republic,CAF,1529227.0,5.867,36.902,1961
Canada,CAN,18271000.0,3.753,71.3460975609756,1961
Central Europe and the Baltics,CEB,92237118.0,2.40066361040937,68.2620441707347,1961
Switzerland,CHE,5434294.0,2.52,71.6448780487805,1961
Channel Islands,CHI,110399.0,2.481,70.833,1961
Chile,CHL,7890156.0,5.054,57.682,1961
China,CHN,660330000.0,5.919,44.051,1961
Cote d'Ivoire,CIV,3694205.0,7.72,37.554,1961
Cameroon,CMR,5285231.0,5.705,41.988,1961
"Congo, Dem. Rep.",COD,15637733.0,6.015,41.312,1961
"Congo, Rep.",COG,1064111.0,5.921,49.25,1961
Colombia,COL,16982315.0,6.801,57.283,1961
Comoros,COM,194139.0,6.849,41.846,1961
Cabo Verde,CPV,205956.0,6.922,49.123,1961
Costa Rica,CRI,1381917.0,6.405,61.269,1961
Caribbean small states,CSS,4277802.0,5.61320709460046,62.8691682619239,1961
Cuba,CUB,7289826.0,4.36,64.445,1961
Curacao,CUW,126125.0,5.493573396788052,53.91972393043905,1961
Cayman Islands,CYM,8026.0,5.493573396788052,53.91972393043905,1961
Cyprus,CYP,576395.0,3.471,69.949,1961
Czech Republic,CZE,9586651.0,2.11,70.5126829268293,1961
Germany,DEU,73377632.0,2.45,69.508,1961
Djibouti,DJI,88498.0,6.493,44.469,1961
Dominica,DMA,61032.0,5.493573396788052,53.91972393043905,1961
Denmark,DNK,4611687.0,2.55,72.4382926829268,1961
Dominican Republic,DOM,3406299.0,7.487,52.519,1961
Algeria,DZA,11404859.0,7.573,46.596,1961
East Asia & Pacific (excluding high income),EAP,893537035.0,5.94233655103397,46.1728710193706,1961
Early-demographic dividend,EAR,1002523576.0,6.14527536886234,45.88000090008,1961
East Asia & Pacific,EAS,1043546746.0,5.48023262650291,48.9884654158502,1961
Europe & Central Asia (excluding high income),ECA,283416986.0,3.06911440803517,63.9324805606583,1961
Europe & Central Asia,ECS,674972972.0,2.82205727448575,67.4005976377579,1961
Ecuador,ECU,4676859.0,6.7,53.842,1961
"Egypt, Arab Rep.",EGY,27744712.0,6.696,48.623,1961
Euro area,EMU,267825309.0,2.63299892025167,69.6452667548157,1961
Eritrea,ERI,1432640.0,6.868,39.074,1961
Spain,ESP,30739250.0,2.77,69.4804878048781,1961
Estonia,EST,1225077.0,1.98,68.3608048780488,1961
Ethiopia,ETH,22671190.0,6.877,39.082,1961
European Union,EUU,413007006.0,2.59487373179445,69.5899547916301,1961
Fragile and conflict affected situations,FCS,124558907.0,6.61287945974217,41.1683855028513,1961
Finland,FIN,4461005.0,2.72,68.8441463414634,1961
Fiji,FJI,407156.0,6.281,56.292,1961
France,FRA,47444751.0,2.87,70.1170731707317,1961
Faroe Islands,FRO,35115.0,5.493573396788052,53.91972393043905,1961
"Micronesia, Fed. Sts.",FSM,45955.0,6.917,57.98,1961
Gabon,GAB,504167.0,4.462,39.946,1961
United Kingdom,GBR,52800000.0,2.78,70.8780487804878,1961
Georgia,GEO,3703600.0,2.943,64.058,1961
Ghana,GHA,6866539.0,6.789,46.28,1961
Gibraltar,GIB,23786.0,5.493573396788052,53.91972393043905,1961
Guinea,GIN,3633652.0,6.127,35.086,1961
"Gambia, The",GMB,376737.0,5.621,32.317,1961
Guinea-Bissau,GNB,623415.0,5.931,38.157,1961
Equatorial Guinea,GNQ,258947.0,5.661,37.041,1961
Greece,GRC,8398050.0,2.13,68.5486341463415,1961
Grenada,GRD,91260.0,6.627,60.503,1961
Greenland,GRL,33700.0,5.493573396788052,53.91972393043905,1961
Guatemala,GTM,4336143.0,6.859,47.219,1961
Guam,GUM,68072.0,6.048,61.481,1961
Guyana,GUY,589274.0,6.305,60.441,1961
High income,HIC,765955145.0,3.0405044594603,68.8820667321122,1961
"Hong Kong SAR, China",HKG,3168100.0,5.03,67.548756097561,1961
Honduras,HND,2096407.0,7.448,46.953,1961
Heavily indebted poor countries (HIPC),HPC,166348536.0,6.76118128362117,40.0093200642896,1961
Croatia,HRV,4171672.0,2.253,65.015512195122,1961
Haiti,HTI,3943364.0,6.318,42.697,1961
Hungary,HUN,10029321.0,1.94,68.9360975609756,1961
IBRD only,IBD,1938089344.0,5.46528283547021,49.198106900789,1961
IDA & IBRD total,IBT,2329888868.0,5.66036181425076,48.0650109676267,1961
IDA total,IDA,391799524.0,6.63024857887133,42.4645743994123,1961
IDA blend,IDB,126145959.0,6.46266364306598,44.2637808568109,1961
Indonesia,IDN,90138235.0,5.656,49.281,1961
IDA only,IDX,265653565.0,6.70862360929982,41.6074466038935,1961
Isle of Man,IMN,48281.0,2.707,53.91972393043905,1961
India,IND,458494963.0,5.902,41.794,1961
Ireland,IRL,2824400.0,3.78,69.9782682926829,1961
"Iran, Islamic Rep.",IRN,22480418.0,6.924,45.512,1961
Iraq,IRQ,7475352.0,6.364,49.222,1961
Iceland,ISL,179029.0,3.88,73.5034146341464,1961
Israel,ISR,2185000.0,3.858,72.0065853658537,1961
Italy,ITA,50536350.0,2.42,69.760243902439,1961
Jamaica,JAM,1650806.0,5.529,64.96,1961
Jordan,JOR,973083.0,7.802,53.438,1961
Japan,JPN,94943000.0,2.05,68.31,1961
Kazakhstan,KAZ,10129861.0,4.512,58.7815853658537,1961
Kenya,KEN,8361441.0,7.998,46.997,1961
Kyrgyz Republic,KGZ,2255900.0,5.516,56.5641219512195,1961
Cambodia,KHM,5873015.0,6.964,41.366,1961
Kiribati,KIR,42257.0,6.803,49.773,1961
St. Kitts and Nevis,KNA,51193.0,5.493573396788052,53.91972393043905,1961
"Korea, Rep.",KOR,25765673.0,5.929,53.7367317073171,1961
Kuwait,KWT,301336.0,7.273,61.01,1961
Latin America & Caribbean (excluding high income),LAC,212141158.0,6.01661728525166,56.1724245964424,1961
Lao PDR,LAO,2170343.0,5.964,43.511,1961
Lebanon,LBN,1864605.0,5.724,63.575,1961
Liberia,LBR,1144986.0,6.429,34.941,1961
Libya,LBY,1498071.0,7.243,44.211,1961
St. Lucia,LCA,90914.0,6.931,58.13,1961
Latin America & Caribbean,LCN,226564469.0,5.92033358714403,56.536488719677,1961
Least developed countries: UN classification,LDC,246406470.0,6.69841447696498,40.7106147912187,1961
Low income,LIC,158069258.0,6.51399327721886,39.505804261718,1961
Liechtenstein,LIE,16894.0,5.493573396788052,53.91972393043905,1961
Sri Lanka,LKA,10111646.0,5.421,59.769,1961
Lower middle income,LMC,975335639.0,5.93100251803793,46.126472840176,1961
Low & middle income,LMY,2307413443.0,5.69160484330874,47.817037771596,1961
Lesotho,LSO,866462.0,5.829,47.089,1961
Late-demographic dividend,LTE,1099620212.0,5.23522213480348,50.7477600977156,1961
Lithuania,LTU,2823550.0,2.53,70.1026829268293,1961
Luxembourg,LUX,316845.0,5.493573396788052,68.7377317073171,1961
Latvia,LVA,2152681.0,1.94,70.0324390243903,1961
"Macao SAR, China",MAC,170465.0,4.646,65.301,1961
St. Martin (French part),MAF,4453.0,5.493573396788052,53.91972393043905,1961
Morocco,MAR,12710547.0,7.072,48.88,1961
Monaco,MCO,22808.0,5.493573396788052,53.91972393043905,1961
Moldova,MDA,2605000.0,3.259,62.367,1961
Madagascar,MDG,5223568.0,7.301,40.444,1961
Maldives,MDV,92350.0,7.075,37.995,1961
Middle East & North Africa,MEA,108374227.0,6.89781846575474,47.784972482172,1961
Mexico,MEX,39394126.0,6.762,57.674,1961
Marshall Islands,MHL,15051.0,5.493573396788052,53.91972393043905,1961
Middle income,MIC,2149344185.0,5.62904111999007,48.4304767359435,1961
"Macedonia, FYR",MKD,1507654.0,3.758,61.259,1961
Mali,MLI,5322266.0,6.979,28.345,1961
Malta,MLT,325250.0,3.27,68.887243902439,1961
Myanmar,MMR,21438025.0,6.073,43.384,1961
Middle East & North Africa (excluding high income),MNA,100458479.0,6.96151626240138,47.2212607698649,1961
Montenegro,MNE,491140.0,3.522,64.508,1961
Mongolia,MNG,982178.0,7.168,49.304,1961
Northern Mariana Islands,MNP,10302.0,5.493573396788052,53.91972393043905,1961
Mozambique,MOZ,7541325.0,6.935,35.49,1961
Mauritania,MRT,883221.0,6.787,44.171,1961
Mauritius,MUS,680757.0,6.178,59.7483658536585,1961
Malawi,MWI,3700023.0,6.964,38.031,1961
Malaysia,MYS,8418460.0,6.42,60.044,1961
North America,NAC,202007500.0,3.63224362387435,70.3680173824054,1961
Namibia,NAM,617277.0,6.167,47.535,1961
New Caledonia,NCL,81200.0,6.144,59.0390243902439,1961
Niger,NER,3486295.0,7.473,35.131,1961
Nigeria,NGA,46062905.0,6.351,37.43,1961
Nicaragua,NIC,1830400.0,7.257,47.677,1961
Netherlands,NLD,11638712.0,3.22,73.6526829268293,1961
Norway,NOR,3609800.0,2.94,73.5504878048781,1961
Nepal,NPL,10221759.0,5.96,35.561,1961
Nauru,NRU,4675.0,5.493573396788052,53.91972393043905,1961
New Zealand,NZL,2419700.0,3.975,70.9853658536586,1961
OECD members,OED,801024442.0,3.24028055210096,67.7466531013837,1961
Oman,OMN,564890.0,7.248,43.499,1961
Other small states,OSS,9366201.0,5.06046203192536,51.900487104338,1961
Pakistan,PAK,45984892.0,6.6,46.195,1961
Panama,PAN,1167035.0,5.846,61.379,1961
Peru,PER,10350242.0,6.97,48.235,1961
Philippines,PHL,27164617.0,7.087,58.173,1961
Palau,PLW,9900.0,5.493573396788052,53.91972393043905,1961
Papua New Guinea,PNG,2051947.0,6.278,42.357,1961
Poland,POL,29964000.0,2.83,67.7780487804878,1961
Pre-demographic dividend,PRE,192957526.0,6.67967946457181,39.2479778947,1961
Puerto Rico,PRI,2399722.0,4.547,68.9431707317073,1961
"Korea, Dem. People’s Rep.",PRK,11665595.0,4.357,51.674,1961
Portugal,PRT,8929316.0,3.21,63.2523658536585,1961
